,text,humor
3149,Too many people overvalue what they are not and undervalue what they are.,True
3150,Do you think last night was the world record for intercourse?,True
3151,"I have a very open mind, people tell me they can feel a breeze when they sit next to me.",True
3152,"When I thought I found my groove, it turned out it was only a rut.",True
3153,I always play fair when I make the rules.,True
3154,"If you can’t learn to do it well, learn to enjoy doing it badly.",True
3155,"If swimming is so good for your figure, how do you explain whales?",True
3156,Please show your support of dyslexics and TR this.,True
3157,I am yet to bite a moose that tastes like chocolate.,True
3158,Kinstipation: the painful inability to get visiting relatives out.,True
3159,"I'm so great, I'm jealous of myself.",True
3160,"Health advice: the more birthdays you have, the longer you live. Guaranteed.",True
3161,"Dear IRS, please cancel my subscription.",True
3162,"If at first you don't succeed, call it version 1.0",True
3163,"I always try to go the extra mile at work, but my boss always finds me and brings me back.",True
3164,My girlfriend is piñata. I dont think things are gonna work out cause guys keep hitting on her.,True
3165,The good news is that I dethatched the lawn. The bad news is thats all the lawn is made of.,True
3166,"I have a button on my microwave that says ""stop time"". I assume it means the timer but I don't touch it, just in case.",True
3167,At least the garbage disposal eats what I cook.,True
3168,"I have a gift. Every time I approach something With wings, it flies away. It happens with women, too.",True
3169,Opportunity once knocked..but you don't want to know what it left.,True
3170,"A cop pulled me over today and said: ""papers"".. so i said: ""scissors, I win!""",True
3171,This place is so weird that the cockroaches have moved next door.,True
3172,A birdie told me I'm getting better at golf.,True
3173,Can I trade this job for what's behind door number 1?,True
3174,Stress is when you wake up screaming & you realize you haven't fallen asleep yet.,True
3175,"I have no taste in women, but beside that fact, I like you.",True
3176,"Just bought a new 4D TV, it comes with integration of heat,cold,wet, wind, and different aromas. It's 6' by 4'. Its called a window.",True
3177,"Tried to look up blurry in the dictionary, but it wasn't very clear.",True
3178,Fat is just another word for flavor.,True
3179,"I don't mind you talking so much, as long as you don't mind me not listening.",True
3180,"I'm unstoppable, I just can't seem to get started.",True
3181,Is waiting for the istore to come up with a dollar menu.,True
3182,I'm fed up with my boss for forcing me to stand on one leg every single day. Tomorrow I'm putting my foot down.,True
3183,It's hard to explain how good my ability to describe things is.,True
3184,Every time I see you I think about how much of a waste that 100 million years was.,True
3185,lLimiting the freedom of news 'just a little bit' is in the same category with the classic example a little bit pregnant.,True
3186,What do you say if a shooting range catches on fire?,True
3187,What do you call a blonde in an institution of higher learning? A visitor.,True
3188,1. Denial 2. Anger 3. Bargaining 4. Depression 5. Acceptance ... The 5 stages of buying gasoline.,True
3189,"lI fight for what I believe in. I am a mercenary, and I believe in money.",True
3190,lAssassins Inc. We aim to please.,True
3191,I put the toilet seat down as a gift to my mom.,True
3192,"I'll be a great mother some day.
-Dude on the street",True
3193,"lMy parents almost lost me as a child, but they didn't take me far enough into the woods.",True
3194,Filled up his gas tank for only $48. It was just enough to finish mowing my front lawn:,True
3195,lDon't take candy from strangers unless they offer you a ride.,True
3196,lI was wondering why frisbees got bigger as they got closer then it hit me.,True
3197,lSending Postcards From A Plane Crash (Wish You Were Here).,True
3198,"When I go big-game hunting, my weapon of choice is the remote.",True
3199,"If I was a pig, I'd get a tattoo of a coin slot on my back.",True
3200,lYou can thank your lucky stars that everything I wish for will never come true.,True
3201,LOL=lacking of literacy,True
3202,"If there's one thing I can't comprehend, it's common sense.",True
3203,Travel tip: don't pack for the weather you want.,True
3204,"I was so poor when I grew up, I bought Popsicle sticks and just pretended like I was having a special treat.",True
3205,May the 4th be with you.,True
3206,"I have high standards, but low expectations.",True
3207,What does it mean if someone gives me half a peace sign?,True
3208,My toilet is full of it. He's always loaded with crap.,True
3209,"If Bin laden had a $25 million price tag on his head, I can't help but wonder what kind of turban he was wearing.",True
3210,"Osama's last tweet: ""I didn't know Twitter could enable your location, this may be a problem""",True
3211,"It's May Day, but I don't see any sinking ships.",True
3212,Wanna lose weight? Buy super glue and get rid of that big mouth of yours!,True
3213,lPeople are seldom too busy to stop and tell you how busy they are.,True
3214,lThe funniest thing about this message is that by the time you realize it doesn't say anything you its too late for you to stop reading it.,True
3215,I only watched the royal wedding for the bishop. I've always wanted to see a person who only moves diagonally.,True
3216,Some mistakes are just too much to do only once.,True
3217,What a gorgeous day to walk around outside staring at my phone.,True
3218,lGet plenty of sleep. Be kind to your mind. You'll miss it when it's gone.,True
3219,There's a gas pump icon on my car's dash that notifies me whenever my bank account is almost empty.,True
3220,"If you wanna make someone mad, lie. If you really wanna piss 'em off, tell the truth.",True
3221,Looking forward to the day when my to-do list becomes my ta-da! list.,True
3222,"I'm apathetic, but I don't care.",True
3223,"Does the unknown, but I'm not sure, I've never heard it before.",True
3224,"It takes 26 muscles to smile and 62 muscles to frown, so don't ever say that I don't go out of my way for you.",True
3225,"I have never understood this whole Easter egg thing, Rabbits are mammals, aren't they? Happy Easter!",True
3226,A good friend is worth pursuing. But why would a good friend be running away from me?,True
3227,My son is allergic to peanuts. He breaks out in a rash every time I bring home my paycheck.,True
3228,You know your out of shape when you get exhausted trying to get a gym membership.,True
3229,"To err is human, to forgive is divine. 
In other words, the forgiving is somebody else's job.",True
3230,lShould vegetarians eat animal crackers?,True
3231,How to make Easter easier - replace the t with an i.,True
3232,"lSmile, it's the second best thing you can do with your lips.",True
3233,"lJoin the Army, meet interesting people, kill them.",True
3234,"I always wonder, ""how do they know where I live?"" when movie commercials say""coming to a cinema near you"".",True
3235,Please don't interupt me while im ignoring you.,True
3236,I am launching a new anti-social network called Get Out Of My Face Book.,True
3237,lEarth is the insane asylum for the universe,True
3238,My dad never loved me as a child. I can't blame him really. I wasn't born until he was an adult.,True
3239,@doctormoose6 you've left?,True
3240,"Life is like a roller coaster, and I'm about to throw up.",True
3241,"Do gay people say, ""That's so straight?""",True
3242,"I decided to be depressed today, just for fun.",True
3243,"lA paper should be like a mini skirt: long enough to cover everything, but short enough to keep it interesting.",True
